",لا بعمل تطبيق منذ أشهر"
",عند محاولة الدخول لحسابي يرسل لي رابط التأكيد على الايمل والمشكلة لا اعرف الايميل المرتبط بالحساب ما حل رجاءا"
",تسديد الفواتير لايعمل من التطبيق ولامن الموقع من فضلكم إصلاح المشكل"


",عقلة قساس ولاية تبسةالفيبر غير متوفر هل من حل"
",عند العلبة اللي في الحيط كي تكون الريح يروح الهاتف و الانترنت بسبب ان العلبة غير مثبته في الحائط"
",الحشوة gaming"
",بالتوفيق و مزيد من النجاح"
",""هل توجد عرض Idoom Gamers"
"Vdsl 50"""
",""Agence Alcatel nouvelle ville Ali MENDJELI Wilaya de Constantine est victime d'une gestion catastrophique, au sens propre et au sens figuré du terme."
"Une intervention des responsables de l'administration centrale est plus que nécessaire elle est vital… En voir plus"""
",العاشور حوش شاوش الفيبر غير متوفر"
",علاه انترنت مكاش ؟؟؟"
",بلدية هراوة الجزائر العاصمة مزال مدرتولنا والو"
",حبيت نسينيالي الخط لأن الانترنت راهي وخدة تروح سمانة و نخدم بيها عشر دقائق"
",وشبيه idoom نتاعكم مايمشيش"
",azazga wilaya de tizi ouzu pas de fibre optique"
",تحسب ره فكل بلاص"
",متى يكون متاح في قورصو وسط المدينة نحن بأمس الحاجة اليه ؟؟؟!!! سألت في مكتبكم الموجود في بومرداس قالو لي الخطوط غير متوفرة ؟؟؟؟!!!"
",الفيكس عندي ما يخدمش وعمرت كارطة تاع 1000دج ما بغاش جيني connexion"
",Client.at ماراهوش يمشي"
",عبٱت بلبريد الكتروني راحت ڨاع النترنات"
",""ارواح كملو الخدمة"
"@اولاد منديل دويرة الاشغال متوقفة منذ مدة"""
",فضاء الزبون لا يشتغل."
",ياووو يهديكم ربي عندي يومين ماكونكتيش كيما العيباد"
",نخلص 15ميغا تلحق 3 ميغا"
",برج الكيفان دخلونا الفيبر ولكن المودام غير متوفر منذ أشهر"
",بجاية كاين بزاف مناطق مافيهاش الفيبر يجب اعادة النظر في هادا الامر"
",اسعار غالية لا تناسب الشباب يجب تخفيض السعر الى 2000 اعتقد انه سيعجب الشباب ويزيد من اشتراك في العرض"
",عندي اكثر من شهرين ملي خلصت وماجاو ما دخلو الَويفي"
",اين المودام ftth قدمت طلب عندو اكثر من شهر و لا خبر ؟"
",للأسف الشديد طلبت اشتراك ودفعت المسستحقات الماليية ولم يتم. ربط المنزل حتى اليوم لمدة 3 اشهر"
",وفرولنا مودام 4g"
",اختبرت عرض 50 ميغا في موقعكم ولكن الوكالة قالت لي أن خطي غير مزود بهذه الخدمة"
",ping?"
",نهاية اسبوع طيبة اتصالات الجزائر"
",تجي تشرجي يقلك رقم خاطى هادي بلاد"
",تطبيق راه حابس لحد الان ما قدرتش ندخل للحساب الخاص بي"
",""يرحم والديكم زيدو خاصية حفظ كلمة المرور"
"منبقاوش كل مرة ندخلو نعاودو نكتبوهم"""
",وفرو الخاصية ف مودام 4g"
",وهذي 96 ساعة من عندكم و الا تقصوها من بعد"
",اريد استعمال التعبئة الاحتياطية ولكن 1500 مهيش تفوت هل غيرتم الرقم"
",وقتاش تركبو الفيبر اعطونا وقت محدد"
",""Problem de rechargement de secours"
"Problem de rechargement de secours … En voir plus"""
",هل يوجد إمتيازات عند إستعمال الدفع الإلكتروني؟"
",زادول في التدفق وردوه 20ميقا بلا ماياخذو راي ووليت نخلص أكثر من قبل مي المشكلة الكونيكسو بقات هي هي مازادتش"
",سجلت في الموقع الالكتروني من 16 افريل من اجل اقتناء جهاز idoom 4glte لحد الساعة لم يتم الاتصال بي"
",بطاقة My idoom لا تستجيب !!!! ما العمل ؟"
",وفرونا لي مودام في معسكر ومنبعد ساهل"
",Rétablissez le débit pour lequel nous payons un abonnement !"
",كي ندير دموند علا الفيبر تعيطو في نميرو تع الفيكس ولا فالنميرو تيلفون"
",عند تأكيد رقم الهاتف ترد عليك الرقم خاطئ"
",المهم هذي هي 200mbsلحقتني 78"
",درت كلش تجيني الرقم خاطئ مالڨري صحيح"
",""تطبيق الدفع الاكتروني حابس"
"ميمشيش"""
",Boussof rana fi chahrin maknch internet rakbona fiber"
",عندي اكثر من شهرين وانا انتظر مع اني مسدد قسط العقد"
",شكون نمدلو الرقم تاعي يسلفلي انترنت تع 96 ساعة"
",كان عندي إستراك ADSL ودوك عندي فيبر المشكل كي ندخل فضاء زبون راهي تخرجلي إشتراك القديم ADSL كيفاش ندير"
",الاتصال ب1500"





",""Problem de rechargement de secours"
Problem de rechargement de secours
"Problem de rechargement de secours"""
",حنا مزال ملحقنا والو"
",نسبة التدفق ضعيفة في ولاية معسكر خاصة حي 700 مسكن عدل الشهيد مالك مختار معسكر"
",كلها غالية على الشباب يجب تخفيض السعر الى 2000 ورفع السرعة الى 50 ميغا بيات gamer"
",شحال سعر فيبر1جيجا لتخفيضDGSN"
",كيفاه اكتيفيت 1000الف علي الرقم 1500 من الصباح مكانش ذخلت تطبيق ماي اذوم لقيتها مكانش وين راحت"
",براقي مزال مافيهاش الفيبر ؛)"
",كي تكمل المنتوج تاعك وديرلو الترويج رانا مزلنا نعانيو ب adsl"
",داير 500 ومتلحقش 200 مفهمناش كي تروح يقلك مودام تاعك ميوصلش و نهار الاول يقلك يمشي حتى 1g"
",كي تكون لافيبر متوفرة"
",My idoom التطبيق لا يعمل"
",حنا في خميس الخشنة ولاية بومرداس قراب لافيل و معندناش الفيبر و السوسيال لي جايين مورانا عندهم"
",خلصت الانترنت بالذهبية ولاكن لا انترنت ولا هم يحزنون حتى الايام ولم ومزدهاش في فضاء زبون ربي يهديكم اقلبونا درهمنا ولا ريقلونا المشكل"
",اين هي الالياف حتى نستمتع بمزاياها لازلنا نعاني مع الاسلاك النحاسية على الاقل يمكنكم تخفيض الاسعار ليس من المعقول ندفع ثمن التعبئة مثل لي عنده الالياف"
",يا خويا ساكنين عندنا اكثر من 10 سنوات مكان والو و جماعة السوسيال مزال ما سكنوش عندهم الالياف المشكل وين"
",Je pense que le projet de raccordement de fibre optique est stagné à Tlemcen Centre j'ai jamais votre équipe travail dessus."
",حنا في وسط المدينة و ما عندناش ، رانا نسناو كاش عام"
",VDSL لابغيتو زعما"
",""كونكتي بالسرعة القصوى!!!!! kifache , on a même pas la fibre ."

",مسلك 300 ميڨا ، و كي ندير تاست هههه نلقا 20... ههههه"
",كان يخرج عندي نوع العرض في فضاء الزبون 300 ميغا لكن بعد الأسعار الجديدة أصبح العرض فارغ ما السبب"
",عند توفرالتقنية"
",عندي طلب علا خط الانترنات و هذي مدة 6اشهر مكان حتا خبر علا المودام واش حكايتكم"
",عندي شهرين داير طلب و لا حياة لمن تنادي"

"ça fait plus de 2 mois qu'on a fait le payement et déposé les dossiers. Les modems sont disponibles mais les installateurs sont invisibles. Ça marche au rythme des escargots"""
",عندي من نهار السبت تقطع الكابل تاع الفيبر و درت réclamation و للدك ما جاو ما خدموه"
",رغم أني مشترك ب 20 ميغا adsl إلا أن الأنترنت ضعيفة جدا أو منعدمة رغم الشكاوي لا حياة لمن تنادي عن وكالة غليزان أتحدث"
",ونتا تجو لوهران"
",300ميڨا تلحق غير 70 مع العلم الفيبر و عندي wifi 6"
",""كفاش نطلعو débit"
رحنا مقر مسرغين قالتلك جيب ملف
"وعبر الموقع مايفوتش الخل كيفاش… En voir plus"""
",خنشلة أودعنا طلبات منذ أزيد من ستة أشهر و لا جديد لحد الساعة"
",جيبو المودام سح ومبعد يرحم ربي"
",ديرو لينا غي لادياسيل وماوالفيبر ماوصلناش."
",الحمد لله عندي 1جيغا لافيبر رحمة ربي نتفرج كرة القدم و أفلام و مسلسلات نكونيكتي تليفون وحاسوب."
",salm hana fi haye el zoubire birmorad raise makane walo nsitona kamel"
",فيبر كاين و تدفق ربي يجيب"
",درقانة مازال مالحقتش لافيبر"
",نحن نتمنى مودام فيبر بعد أن تم التركيب في المنازل منذ أكثر من شهر ...تسوية الوضعية من فضلكم"
",تبقى حاير 200 ميڨا كاينة من دير تايت تلقى 47/48 ايوا معليش هذي هيا"
",ها جاوبونا باغي نزيد debit"
",تهلاو في جماعة 4G راكم غابنينهم لا انترنت ولا شبكة ولا عروض"
",عين البيضاء كل احياء عدل المحيطة بها فيها الفيبر وهيا لا نحاس لا لافيبر بلدية السانية علاه الحڨرة"
",دفعنا الملفات يوم 5 جويلية، ولحد الآن لم يتم إدخال المودام لنا"
",ça fait plus de deux semaines qu'on a fait le payement et déposé les dossiers. Les modems sont disponibles mais les installateurs sont invisibles. Ça marche au rythme des escargots"

"الرجاء الرد في الخاص"""
",راسلتكم في الخاص"
",""ننتظر التدخل اما لرفع سرعة 15 mbps او تخفيض السعر"
#لايعقل ان يدفع صاحب اشتراك 15 mbps مبلغ 2000 دج شهريا، فيما يدفع صاحب 1 giga مبلغ 4200 شهريا
"ارجوا ان يتم النظر في الانشغال"""
",ديرلونا الفيبر رانا مرضنا وحنا نستناو"
",عرض متوفر ل 1٪ من الشعب"
",عندي مشكل مع فضاء الزبون لما سجلت فيه يقولي رح يبعتولك رابط على مايل والى الان وانا نحاول ومبعتولي حتى رابط . ورحت عند الوكالة قالولي اتصلي 021211212 . لما تصلت قاتلي رح يلحقلك الجديد إلى الآن المشكل ماتحلش ."
",صافي المزايا غير في الفيبر وحنا جماعة adsl نخلصو بزاف وكونكسيون مكانش وتزيد تخلص تيليفون اشتراك فقط 600 دج"
",""كي يزيد نسموه بوزيد"
"ياو نحنا ADSL و تقطع و يتكل الكابل و يجي الريح تروح"""
",عندي 20يوم ملي درت طلب عليه ودفعت في فرع سطيف لحد الان ماعيطولي ماجاو وين راه الخلل"
",وين راه التدفق انتاعكم نص في سكيكدة لا يوجد عندنا الفيبر cité du 20 août centre ville y a pas le fibre ????????"
",""دمونديت ويفي عندي كثر من عشر ايام ومزال مجاش علاش زعما"
"؟"""
",شحن الانترنت عبر بريدي موب غير ممكن في الليل"
",جيبولنا ليمودام الجيل 6 لي راهم عندنا ميفوتوش فوق 50 ميغا ."
",انا بلاصولي الفيبر مند 4ايام مزال مطلقوليش انترنت"
",ياو سڨمو غير adsl هذا مكان"
",لكن اغلب مشتركين ما عندهم الفيبر"
",السلام عليكم هل متوفر عندكم أجهزة مكرر إشارة wifi 6 وإذا كانت متوفرة ماهي الأنواع اللتي تتوفر و السعر الخاص بها من فضلكم"
",كي تتوفر الالياف قبل كل شيء"
",التطبيق لا يعمل التطبيق لا يعمل"
",جيبونا الفيبر من بعد ساهل"
",ايدوم 4g راحلنا الريزو"
",واش بها 4g تقيلة بزاف وين راحت"
",رانا مخلصين و نستناو على الاقل وفروا المودام تاع zte كرهنا"
",اديسال راهي عذبتني تروح و تجي تروح و تجي ما فهمنا والو"
",Les Modem weqtch ? Hna ils ont placé la fibre c bn modem mzl"
",""لماذا لا يتم الرد على الرقم 100 ؟؟"
"و حتى بطرح الانشغال لا يوجد حل"""
",غليزان بلدية واد الجمعة مزال مشفنا والو قالك حتا 2026 بزاف واش هذي الخدمة"
",يرحم والديكم الطلقونا الانترنت عندي اكثر من اربعه ايام على تقديم شكوة من دون حل مزال راكم غير راقدين"
",""الفيبر في ملاكوف-بولوغين وقتاش ياخي قوتولنا في دخلة تاع 2024وفي شهر فيفري"
"ياخو رانا في شهر جويلية واليوم ال8 مكان لا فيبر لاهم يحزنون"""
",شكراً على الشارة"
",راني من مارس 2023 ملي درت دوموند تع خط هاتفي و ماباين والو وكي روحت نشكي قالولي راهي كومبلي"
",من فضلك ارجو البرد هل مودام 4Gمتوفر البيع على مستوى وحدات الجزائر الاتصالات"
",""ياحصراه عندي اسبوعين انتظر اطلاق الانترنت ولم يتم اطلاقها وكل يوم عند الاتصال بخدمة العملاء يقولون سوف نصلحها سوف نصلحها"
"خدمة سيئة موظفين سيئين"""

"داير طلب idoom 4g ومزال مجاش نتمنا تبعثولي واحد راه تقشف عدنا في وكالة"""
",""ping"
عيان عندي
"FTTH … En voir plus"""
",ريقلونا تعبئية الايدوووم"
",حي كامل مكانش انترنت لا اديسال لا فايبر"
",Dirlona la fiber oumb3d sahl"
",راني عندي مالي درة طالب تع الفيبر شحال تقعدو باش تجو"
",Algeria Telecom.. i want the fiber internet NOW!!"
",إضافة جديد وقمة في التعامل مع الزبون."
",مليار مبروك معسكر"
",الحق يقال ..تعامل في القمة من الموظفين العاملين فيها أتحدث عن تجربة"
",""Merci beaucoup Mon frere"
"Nore Faycal Bachir Bouaidjera"""
",وين موقعكم بالضبط في معسكر؟!"
",كل التقدير و الاحترام لموظفي الوكالة التجارية بمعسكر"
",انترنت مودام 4gمن صباح مكاش انترنات ناس بزاف عندها المشكل هذا اليوم اطلقولنا الانترنت يرحم والديكم"
",هل نقصو 20mega ولات2200DA"
",ولاية تيزي وزو بلدية عزازقة المدينة الأساسية لم تصل الألياف البصرية و بتحديد تيزي نفليكي يرجى تسريع اعمالكم من فضلكم و شكرا"
",وقتاش تجيبو les modemes fibre عدنا بزااف و حنى نستناو"
",Ha wfrona les modem 4G ndalo n9ar3o"
",عندي اسبوع دون انترنت، اتصلت بالرقم 12 للتبليغ اكثر من 4 مرات ولحد الساعة ولا شيء تغير، والله تقول رانا في غابة المصلحة التقنية تع اولاد فايت هادو يخدمو كيما يحبو"
",سلام الوكالات فاتحين اليوم"
",كان بالاحرى تحسين جودة الانترنت 4 جي في معسكر"
",نتاع العلمة الجديدة عندها وقت و مفتحوهاش ؟"
",و ذوي الاحتياجات الخاصة كيفاش ؟"
",خصني مودام 4جي من فضلكم"
",متي تزويد إحياء ولاية سطيف بالالياف البصرية لان مشروع ربط تعرف وتيرة بطيئة و عدم استكمال المشاريع نتمنا توضيح منطرفكم"
",وعدكم بهدية لمن يدفع الكتروني لم يتحقق الى الان و منذ يومين قمت بتسديد ثمن الانترنيت الكترونيا و لم استفد من العرض"
",W les modems fibre kifech?"
",وين راهي الفيبر"
",مشروع سيدي عقبة بألياف بصرية إلى أين"
",Akram Morrakchi"
",Mon Amie La Rose"
",مشكورون"
",كل عام وأنتم والأمة الإسلامية بألف خير"
",كل عام والأمة الإسلامية بخير"
",دائماً أقرب"
",وعلاه تطولو باه تركبولنا ويفي نخلصو دراهم مشي مزية"
",بمناسبة حلول السنة الهجرية الجديدة 1446 هجري ، تتقدم الجمعية الولائية البركة للصم بئر توتة الجزائر. بأسمى عبارات التهاني و التبريكات لمنخرطيها و لكافة الشعب الجزائري الابي بصفة خاصة و الامة الاسلامية بصفة عامة راجين من العلي القدير أن تكون هذه السنة … En voir plus"
",نخلص تاع 1جيغ دير تفحص سرعة تلقاها 150 برك مع العلم شريت عليكم tenda 5 g لا حياة لمن تنادي من طرف فريق التقني"
",Bonne année inch'Allah !"
",تخدمو غدوا ان شاءلله!!"
",Awdi Wfrona les modem hawj Rana fi chhar n9ar3o"
",معليش ديرو نميرو تلفون يعطلكم لواحد يبرد خاطره"
",ريقلولنا غي كونكسيو"
",Salam alikom je vien de faire un rechargement via votre application My idoom le montant a été déduit de mon compte mais la recharge n'est pas pris en compte par votre application"
",والله انترنات لا علاقة يجي يخدموها سمانة 10 يام تولي كيما قبل والله"
",أصبحنا و اصبح الملك لله، لكن دون هاتف"
",متى يتم تزويد منطقه عين البيضاء ام البواقي"
",متى سيتم ربط بلدية منعة ولاية باتنة بالالياف البصرية رغم مرور مدة من تمديد الالياف"
",عندي اسبوع و يوم منذ ان توجهت الى الوكالة و قدمت شكوى و طلب تصليح خلل في الانترنيت تلى يومنا هذا لا يوجد استجابة"
",متى يتم تزويد سيدي سرحان بالألياف البصرية ؟"
",جيبولنا لمودام ،4g"
",هل يوجد جديد حول عروض افضل بمناسبة شهر محرم و العام الهجري الجديد"
",الدخول الى خدمة فضاء الزبون الخاص بالتطبيق لم يعد متاح للخدمة ؟ خاصة بعد التحديث"
",متى يصل الأنترنيت إلى حي بن الشاوي ( عدل 1000 مسكن ) طريق مارشو بميلة ؟ 3 سنوات من الانتظار"
",اسمحولي خدمتكم سيئة جدا انا اعاني منها"
",100 ما يجاوب 12 ما يجاوب ممكن نبعثلك رقم الهاتف فالخاص أو تكلمني، بسبب مشكل دام أكثر من 8 أشهر و وكالتنا التجارية ترفض التنازل لإيجاد حل."
",أردت رفع التدفق من خلالا فضاء الزبون وتطبيق my idoom ولكن دون جدوى"
",Bonjour 3ndi 3 jours la connexion makach w lyom m sbah rani n3yt marependawch w dawli ga3 les unités kifh ndir dok????"
",لمشاهدة الأفلام والمسلسلات مترجمة للعربية قم بزيارة صفحتنا"
",بالتوفيق المهم مايكونش تقطع كثيرة"
",نحتاجو iptv"
",بالتوفيق للمؤسسة ومزيد من التقدم والتميز الخدماتي"
",أعجبني العرض"
",هل من المعقول اكثر من 15 يوم والانترنت مقطوعة وبلغناكم ولحد الساعة لا يزال الأمر على حاله !؟"
",السرعة كارثية في مودام 4ج"
",عندي تتدفق 200 ميقا لكن يصلني 70 ميقا فقط هل لجهاز لا يدعم فوق 100 ميقا مع لعلم الجهار انترانت فيبر fiber لأصلي من شركه؟"
",الامور اصبحت واضحه جليا . الي عنده فيبر بصحته كل العروض الجيده موجهه له كل التخفيضات في الاسعار التدفقات العاليه جدا استقرار الانترنت ِ.........والي عنده النحاس المصدي يبقى يعاني بيه الى الابد اسعار خياليه تدفق ضعيف وغير مستقر وتقطعات و لانه اتضح… En voir plus"
",الرجاء من الشركة تحسين خدمات 4g idoom لأن سرعة التدفق لا ترقى لتطلعات المواطنين و مراجعة أسعار العروض الحالية و إضافة التعبئة المؤقتة و أكرر تحسين سرعة التدفق التي هي جد ضعيفة و تحياتي لهذه الشركة و نشكرها على مجهوداتها المبذولة."
",خدمات كارثية بالنسبة لاصحاب adsl في دائرة بئرقاصدعلي ولاية برج بوعريريج"
",ريزو مكانش ريڨولنا"
",عند استنفاذ عدد المرات المخصصة في اليوم كيف اقوم بتعبئة الانترنات"
",عيون الترك وهران تنتضر الألياف البصرية، هل ستربط. في الحقيقة نحن نحتاج الماء أكثر من إحتياجنا لأنترنات"
",السلام عليكم .هل تعمل وكالتكم غدا الجمعة"
",وكتاه توصلونا اسلاك انترنت رانا في 3 اشهر ونتوما حابسين لا تعملون ؟"
",Avec un débit de 89kbps sur idoom 4g une vraie nostalgie merci beaucoup."
",وكالة وهران هل تعمل غدا الجمعة استثناء من أجل عدل 3"
",مشكل حتى لم توفير خط لي انا انتظر التركيب منذ 10 ايام ولم ياتي احد يمكنك ان تركب الخط لي وتكلم عن الانترنت بعد ذلك"
",لا أستطيع التسجيل . أين الخلل"
",مشكل في انقطاع الانترنت 4GLTE منذ 5 ايام بشكل كبير"
",نحن في عصر الميلتي ميديا .. طورو تطبيق تاعكم وارفعو الجودة .. وديرو عروض iptv للمشتركين .."
",كونيكسيون ثقيلة منقدرش ندخل تيكتوك"
",مالا نديرو follow صحا"
",""من يحدث معه مثل ما يحدث معي...."
كان عنديfibre 10mg وكنت نتفرج في الماتشات Hd نورمال طلعتها ل 15mg عدت نتفرج الماتشات SD وجودةHD تتقطع عاودت رفعت الى 20mg اصبحت حتى SD تتقطع بالرغم اني لما نقيس سرعة التحميل نلقاها طالعة اكثر من 20mg.
"الان طلعتها الى 50… En voir plus"""
",""عندهم شهرين ملي جاو لقاو الكابل صغير"
مولاوش و كيرحت ليهم مصلحة التقنية قالولي ميستقبلوكش
"هذي في شلف بلاد الهم … En voir plus"""
",أسيدي وفرولنا ليمودام ومن بعد نحكو على العروض"
",كونيكسيون مكانش ريقليوها"
",صباح ربي ادسل راحت كابل تقطع ولا مانعرف واش صرا"
",لدي مشكل فالمودام ماقبل العيد .كل مرة يوعدك مكاين والو.."
",الكونيكسيو لا تسمح باستعمال التطبيق بصورة مستقرة."
",سلام اخي فيبر عندو عام من ركب محبوش يركبوا بحجة عدم وجود مودام في ورقلة مشكل كبير"
",ممكن رقم تشغيل انترنت المؤقت فيبر"
",قسنطينة رانا نستنا الألياف البصرية هذي عجبا عمارة عندها 10 اشهر و عمارتي و لي امامي مازالهم يعانوا مع العلم انو منطقة وحدة"
",كسرتولنا ريسانا كل يوم كاين الجديد كاين الجديد سڨمو غير الكونيكسيون ومن بعد جيبو الجديد"
",""Alors"
Algérie Télécom - إتصالات الجزائر
"les modems fibre c'est pour quand ?? Je parle de l'agence de Bordj el kiffan"""
",عرض 15 ميڨا فايبر البينڨ علاه ولا يطلع ؟؟"
",ما عندي حساب التيك توك"
",وش نكتشف معاكم ربي يهديكم روحو شوفو الإدارة تاعكم فرع علي منجلي قسنطينة"
",كي يلحق الفيبر وتخفاف الانترنت ندريرو فالو"
",ماعندكم حتى علاقة مع الاحترافية للاسف الشديد يعني تحبو تهبلو الانسان برك كيفاش راني من البارح على 14h40 خلصت بـ بريدي موب و تم سحب الاموال ولهاذه الساعة بدون انترنت واش راهي. جاية تمشي. والله غير تبهدلو وزيد حتى رقم ما يخدم تاعكم ماين واحد وما يرفدوش"
",فعلا يعطيكم الصحه"
",راه التدفق كارثة حسنوا السرعة والجودة والاشراك والتعبيءة علينا لما تكون الأمور جيدة"
",منفلكسيش حتا تحسنو من خدمة idoom 4g والله يلا كرتة"
",الدفع الالكتروني ببطاقات انتهت صلاحيتها منذ شهرين ولم تجدد بعد ؟؟"
",""ندفع ب الذهبية جامي عطاوني حاجة"
"ني ايام اضافيا ني والو"""
",العرض صالح الى غاية واش؟"
",""سؤال برك 10% تاع 2000 da"
هيا 200 da
"كيفاش راح نستفاد منها في لافيبر … En voir plus"""
",3andi 60 3am w ena nkhales epaiement jamais 3tawni bonus"
",ما عرفتش نديرها ديرولنا فيديو توضيحي خطوة بخطوة"
",اكثر من 3سنوات وانا اعبىؤدء بالبطاقة ولا احصل على بونيس"
",""مرحبا"
شكرًا لكم على تقديركم. نحن دائماً هنا لخدمتكم ونسعى لتقديم الأفضل.
"-اسماء"""
",كان تزيدونا سرعة التدفق في idoom4g رانا نعانيو"
",ارفعو التدفق"
",الدفع يكون عن طريق بريد موب"
",حياتي و سنيني نعبأ بالذهبية و عمركم زدتولي نهار"
",عمرة لبارح مكان حتى بونيس"
",منذ أشهر وانا نعبء الكترونيا وما تحصلت على حتى بونيس"
",كل مرة نخلص بيها جامي عطوني bonus"
",غير صحيح ماكن حتى زيادة"
","", ديما نخلص بالذهبية وبريدي موب جامي عطيتونا بونيس جامي"""
",هل اتصالات الجزائر يخدمو اليوم 1 محرم"
",رقم الهاتف للاستفسار من فضلكم"
",غالبا التعبئة بالبطاقة الذهبية ولا مرة حصلت على bonus"
",حياتي كامل نعبئ بالدهبية جامي زادولي"
",لازلنا في انتظار تركيب المودام بعد تمرير كابلات فيبر قبل شهرين"
",سوميل شحال تمدولي حجم الانترنت"
",4سنين وانا نخلص من الموقع ولا مرة زدتو"
",اخي عندي تدفق vdsl 50 M وماتلحقش ل 15 M"
",عمري لا استفدت من هذه الخدمة بالرغم من اني ادفع قبل نهاية الشهر"
",خصونا مودام 4g"
",التعبئة درتها البارح ، نستفيد ولا لا ؟؟"
",ديما نخلص الكترونيا جامي زدتوني ساعة"
",سلام انا عبئت بالخطأ 5000 دج بدل 500 دج ھل يمكن استرجاع 3000 دج"
",أنا موش يمشيلي my idoom من واقعةالحريق التي فاتت"
",الاغلبيه نسلك par intenet baridimob مشفت والو الفايده نتاعها كي تخلص من الدار بلا متروح برا"
",تم تعبىة بطاقة في رقم خاطئ وعن طريق الخطاء هل يمكنني إسترجاعها من الزبون الاخر"
",خدمة ADSL فيها تذبذب وانقطاعات كثيرة هذه الايام رانا نخلصو فيها باطل.بلدية عين تسرة دائرة راس الواد ولاية برج بوعريريج"
",ايدوم ماركت متوقف ام صيانة..."
",دائرة مقرة ولاية المسيلة وكتاه يلحقها الفيبر البلديات المجاورة جلها لحقها الفيبر وهي لا"
",راني قمت بالتعبئة عن طريق الدفع الإلكتروني أين bonus ?"
",للأسف البطاقة الذهبية مكانش"
",رانا في 4 اشهر بلا انترنت لا حياتك من تنادي"
",ماكانش منها عندي يومين سلكتها مجاني لا بونيس لاوالو"
",أودي خدمولنا فيبر برك انا نزيدلكم bonus"
",كونيكسبو ضعيفة مع علم عندي تدفق 100ميقا وعي اا تتعدى 30ميقا ما الحل"
",حتي تجو تركبو لي الهاتف والانرنت هدي شهر من خلصت"
",خلصت شهر كانو عندي يومين لقيت 32 يوم اين هو bonus"
",يتسمى 4 ايام بونيس"
",و عمر مزادوني حاجة مين نخلص بالذهبية"
",رانا نخلصو ... لكن الإنترنت ماكاش .. وقتاش يجو يريڨلوها ، يا من عاش !! عدة اشهر من الشكوى ، بدون أي تدخل لإصلاح المشكل"
",خلصت بالبطاقة الذهبية APK MY IDOOM ومربحت والو"
",كيفاه نجيبو رقم السري تاعنا"
",انا خلصت شهر باطل مكانش انترنت... !!!!????"
",أنا دفعت اليوم بالبطاقة الذهبية لمدة شهر واحد و دخلت لحسابي في إتصالات الجزائر و ظهرت لي التعبئة و لم أحصل على البونيس"
",10%نتاع 162شحال بوبيس"
",درت شهر نهار ما زدتهولي"
",قوموا باصلاح المشاكل اولا"
",Toujours nkhales b baridimob w jamais 3titoni bonus"
",Le paiement en ligne ne marche pas!"
",je ne comprend pas pourquoi je n'arrive pas à payer mon abonnement depuis le mois de Février alors que si j'utilise un numéro fictif ça marche"
",""ديما ندير بيها ولا مرة مديتو حتى"
"1 %"""
",المشكل ان 4g ناقصة عندنا بزاف"
",حياتي قاع و انا نخلص بيها مكان حتى بونيس"
",دائما نسلك من الدار بصح جامي شفت زيادة تاع 10% وعشرين % ما فهمتش علاش"
",""عندي اكثر من عام نخلص كل شهر بالدهبية جامي عطاوني"
"يوم زيادة"""
",""Pour basculer de Idoom Fibre 15 Mbps à 20 Mbps, est-ce qu'on doit changer de modem ?"""
",""دائما نخلص بالذهبية بصح جامي كان عندي bonus"
"عندي la fibre 15 méga , الشهر 2000دج كي نخلص يمدولي شهر وين راه bonus"
"و ماشي خطرة ولا زوج و نتحداكم ؟!"""
",منحي رقم الهاتف اتصالات الجزائر قالمة"
",فهمونا وكي نسرجي قبل ماتفض كيفاه"
",مكانش منها خلصت شحال من خطره مكان لا بونيس لا والو"
",لقد راسلتكم على المؤسنجر"
",""كيف أعرف أنني ربحت bonus 10 ,%"""
",قمت بتعئة من بطاقة ذهبية ومجانيش بونيس"
",Cette promotion n'est pas limitée dans le temps ?"
",خدمة بريدي موب لا تعمل في الليل فط في النهار"
",مفهمتش؟"
",حتى نستفاد من تركيب الخط لي أسبوع و انا مخلص و لحد الآن لا حياة لمن تنادي بالرغم من التبليغات و الحجة هي ان هناك تقني واحد مكلف على مستوى بلدية كبيرة"
",""مشكل رقم زابون؟؟؟؟؟"
"ليس موحود في وصل دفع"""
",المهم عندي 000مشاكل مع اتصلات الجزائر...نخلص بالذهبية و كل شئ مليح."
",خسارة ماتت لاكارط"
",هل هذا العرض مازال ساري المفعول"
",النهار كامل وأنا نجرب في العملية محبتش تفوت"
",وين راهي الذهبية"
",دفعت نهار 30 في شهر جوان لم اتحصل على أي زيادة!!!!؟"
",idoom 4g سرعة تدفق بطيئة جدا جدا كاخسارة فيها 1000 دج الخلاص ساهل يجب تحسين التدفق ضعيفة"
",انا خلصت انترنت من بريدي موب داولي دراهم ومجاتنيش انترنت!!!!! Algérie Télécom أين الخلل"
",على العام واحنا نعمرو بها من يجي الوقت تنقطع نورمال"
",تقول 4جي ايدوم ماشي تابعة ليكم ...."
",انا دايما نخلص لالبطاقة الذهبية و ما عنديش بونيس !!!"
",غالبا ومنذ مدة نخلص عن طريق الدفع الالكتروني بواسطة بريدي موب لكن لم احصل على أي امتياز"
",شارجيت و معطتوليش"
",مكانش منها ديما نخذم بيها جامي كاين بونيس"
",ديما نخلص بالدفع الالكتروني جامي ديت بونيس"
",""اسناو ساع ناس توصلها بطاقاتها لي حاصلة"
"ومبعد يولويخلصو بيها"""
